country_or_area,year,value,category
Hungary,1991,87301.0680049181,ghg
Hungary,1990,94133.9719251175,ghg
Iceland,2014,4596.84732943327,ghg
Iceland,2013,4534.66283487721,ghg
Iceland,2012,4550.40347978486,ghg
Iceland,2011,4520.22086357683,ghg
Iceland,2010,4730.35142972401,ghg
Iceland,2009,4855.77230906749,ghg
Iceland,2008,5140.33616340343,ghg
Iceland,2007,4714.81830853324,ghg
Iceland,2006,4454.03498592419,ghg
Iceland,2005,3897.68783769588,ghg
Iceland,2004,3940.12141564936,ghg
Iceland,2003,3918.59269639407,ghg
Iceland,2002,3936.90100504714,ghg
Iceland,2001,3911.35024253636,ghg
Iceland,2000,3962.77280646566,ghg
Iceland,1999,3980.84934134933,ghg
Iceland,1998,3754.77436474695,ghg
Iceland,1997,3610.85799066624,ghg
Iceland,1996,3472.18388343879,ghg
Iceland,1995,3389.0009683746,ghg
Iceland,1994,3328.37101989366,ghg
Iceland,1993,3392.56305838494,ghg
Iceland,1992,3341.98723972385,ghg
Iceland,1991,3463.43779029116,ghg
Iceland,1990,3633.55800889373,ghg
Ireland,2014,58189.1548899195,ghg
Ireland,2013,58481.6073908868,ghg
Ireland,2012,58622.7956444533,ghg
Ireland,2011,58130.2970379833,ghg
Ireland,2010,62235.1520447576,ghg
Ireland,2009,62786.9795688554,ghg
Ireland,2008,68373.601122444,ghg
Ireland,2007,68995.4570728592,ghg
Ireland,2006,69714.6192054216,ghg
Ireland,2005,70321.2078409634,ghg
Ireland,2004,68855.7501054471,ghg
Ireland,2003,69540.6510456126,ghg
Ireland,2002,69292.6163221512,ghg
Ireland,2001,71314.7882039049,ghg
Ireland,2000,69251.3548462284,ghg
Ireland,1999,67064.2167913129,ghg
Ireland,1998,65921.2652674719,ghg
Ireland,1997,63432.5297775281,ghg
Ireland,1996,61919.5047663525,ghg
Ireland,1995,59791.072093728,ghg
Ireland,1994,58368.8845723285,ghg
Ireland,1993,57083.626315164,ghg
Ireland,1992,56809.1096748183,ghg
Ireland,1991,56825.6863641971,ghg
Ireland,1990,56087.8381630239,ghg
Italy,2014,418587.214852809,ghg
Italy,2013,438887.369554579,ghg
Italy,2012,468717.915842693,ghg
Italy,2011,494789.584565051,ghg
Italy,2010,508424.0983053,ghg
Italy,2009,498894.655103401,ghg
Italy,2008,549452.72907469,ghg
Italy,2007,561137.586097384,ghg
Italy,2006,569054.804550053,ghg
Italy,2005,578904.440304856,ghg
Italy,2004,580725.580159886,ghg
Italy,2003,578126.368278315,ghg
Italy,2002,561887.952427875,ghg
Italy,2001,561600.32756657,ghg
Italy,2000,554479.28974574,ghg
Italy,1999,549495.230489239,ghg
Italy,1998,543800.430206334,ghg
Italy,1997,532739.930388069,ghg
Italy,1996,526825.535705134,ghg
Italy,1995,533449.768572357,ghg
Italy,1994,505566.538694119,ghg
Italy,1993,513611.618341214,ghg
Italy,1992,519982.778404742,ghg
Italy,1991,523489.80881579,ghg
Italy,1990,521920.60052839,ghg
Japan,2014,1363862.30512511,ghg
Japan,2013,1407883.22553504,ghg
Japan,2012,1390339.97259376,ghg
Japan,2011,1354616.00721129,ghg
Japan,2010,1304902.64207128,ghg
Japan,2009,1251003.58354902,ghg
Japan,2008,1327168.52855642,ghg
Japan,2007,1412795.07423849,ghg
Japan,2006,1377861.93887303,ghg
Japan,2005,1397101.81894679,ghg
Japan,2004,1389593.18778594,ghg
Japan,2003,1392702.14578963,ghg
Japan,2002,1390331.14112579,ghg
Japan,2001,1358715.50795218,ghg
Japan,2000,1386713.84350075,ghg
Japan,1999,1367886.0892359,ghg
Japan,1998,1345840.23839735,ghg
Japan,1997,1389906.99374062,ghg
Japan,1996,1393109.43817066,ghg
Japan,1995,1379924.54422522,ghg
Japan,1994,1358267.67798852,ghg
Japan,1993,1285876.65515278,ghg
Japan,1992,1294404.60265308,ghg
Japan,1991,1280937.69911164,ghg
Japan,1990,1270742.94816386,ghg
Latvia,2014,11373.0906376115,ghg
Latvia,2013,11435.7719892041,ghg
Latvia,2012,11513.8999779307,ghg
Latvia,2011,11624.147316179,ghg
Latvia,2010,12357.4686949319,ghg
Latvia,2009,11217.4663550048,ghg
Latvia,2008,11936.7676732202,ghg
Latvia,2007,12359.0369961038,ghg
Latvia,2006,11894.9181081718,ghg
Latvia,2005,11374.2975846263,ghg
Latvia,2004,11155.2835976674,ghg
Latvia,2003,11164.5973708301,ghg
Latvia,2002,11005.6585485282,ghg
Latvia,2001,11034.1487136715,ghg
Latvia,2000,10434.2892049033,ghg
Latvia,1999,11009.6604154188,ghg
Latvia,1998,11802.1421345262,ghg
Latvia,1997,12312.7096470877,ghg
Latvia,1996,12876.015337941,ghg
Latvia,1995,12824.9863963606,ghg
Latvia,1994,14244.249898045,ghg
Latvia,1993,16149.8550136135,ghg
Latvia,1992,19583.5108268412,ghg
Latvia,1991,24373.1198922177,ghg
Latvia,1990,26353.9729671409,ghg
Lithuania,2014,19777.7498061516,ghg
Lithuania,2013,19850.8289546557,ghg
Lithuania,2012,21112.6763800759,ghg
Lithuania,2011,21254.4575123996,ghg
Lithuania,2010,20755.1347198455,ghg
Lithuania,2009,19935.9190758773,ghg
Lithuania,2008,24394.5306728545,ghg
Lithuania,2007,25352.3510528305,ghg
Lithuania,2006,23378.4488497179,ghg
Lithuania,2005,23036.138291882,ghg
Lithuania,2004,21984.4112122192,ghg
Lithuania,2003,21203.0139068568,ghg
Lithuania,2002,20985.9500974461,ghg
Lithuania,2001,20565.3985771841,ghg
Lithuania,2000,19605.2843248219,ghg
Lithuania,1999,21233.0731787122,ghg
Lithuania,1998,23901.3798849324,ghg
Lithuania,1997,22971.1068622477,ghg
Lithuania,1996,23468.2376077676,ghg
Lithuania,1995,22400.5086396674,ghg
Lithuania,1994,23234.5799127642,ghg
Lithuania,1993,24548.3043848785,ghg
Lithuania,1992,30446.8235582429,ghg
Lithuania,1991,50233.7705660942,ghg
Lithuania,1990,48190.2820210941,ghg
Luxembourg,2014,10775.6308538811,ghg
Luxembourg,2013,11213.2041041135,ghg
Luxembourg,2012,11769.9167426845,ghg
Luxembourg,2011,12088.0289034404,ghg
Luxembourg,2010,12219.9569926199,ghg
Luxembourg,2009,11642.9319685654,ghg
Luxembourg,2008,12162.5852116032,ghg
Luxembourg,2007,12302.9810916982,ghg
Luxembourg,2006,12887.2691636137,ghg
Luxembourg,2005,13030.0762344294,ghg
Luxembourg,2004,12791.6283352327,ghg
Luxembourg,2003,11347.5906931308,ghg
Luxembourg,2002,10987.5504922517,ghg
Luxembourg,2001,10226.9773385961,ghg
Luxembourg,2000,9722.34455971328,ghg
Luxembourg,1999,8914.06739800964,ghg
Luxembourg,1998,8545.12816289836,ghg
Luxembourg,1997,9455.511768516,ghg
Luxembourg,1996,10141.6022970283,ghg
Luxembourg,1995,10071.3111590627,ghg
Luxembourg,1994,12458.9433096162,ghg
Luxembourg,1993,13292.7529188175,ghg
Luxembourg,1992,13176.7176367707,ghg
Luxembourg,1991,13396.876182352,ghg
Luxembourg,1990,12853.4512617504,ghg
Netherlands,2014,186845.429071259,ghg
Netherlands,2013,194825.149706862,ghg
Netherlands,2012,195068.684673269,ghg
Netherlands,2011,199800.722693038,ghg
Netherlands,2010,213523.120519917,ghg
Netherlands,2009,201690.824396804,ghg
Netherlands,2008,207431.200367615,ghg
Netherlands,2007,208086.496163859,ghg
Netherlands,2006,209150.599297985,ghg
Netherlands,2005,214192.526400494,ghg
Netherlands,2004,219075.219640892,ghg
Netherlands,2003,217929.507108887,ghg
Netherlands,2002,217864.639267714,ghg
Netherlands,2001,219830.075273467,ghg
Netherlands,2000,219915.594400692,ghg
Netherlands,1999,221901.302744273,ghg
Netherlands,1998,235258.245451164,ghg
Netherlands,1997,235154.539726928,ghg
Netherlands,1996,242613.342376331,ghg
Netherlands,1995,231711.592135012,ghg
Netherlands,1994,235031.442733026,ghg
Netherlands,1993,231338.866963167,ghg
Netherlands,1992,230078.540815556,ghg
Netherlands,1991,229354.549116115,ghg
Netherlands,1990,221516.1727308,ghg
New Zealand,2014,81104.4290799241,ghg
New Zealand,2013,80298.3251469851,ghg
New Zealand,2012,80890.3639254294,ghg
New Zealand,2011,78941.5208964196,ghg
New Zealand,2010,78942.2908980154,ghg
New Zealand,2009,78624.7002877506,ghg
New Zealand,2008,81020.646149607,ghg
New Zealand,2007,81157.8794314686,ghg
New Zealand,2006,83696.7494402892,ghg
New Zealand,2005,83666.2879285929,ghg
New Zealand,2004,81648.8272771088,ghg
New Zealand,2003,82021.5878477474,ghg
New Zealand,2002,79616.9981055823,ghg
New Zealand,2001,79058.6235689067,ghg
New Zealand,2000,76384.6869460101,ghg
New Zealand,1999,74264.3360727654,ghg
New Zealand,1998,72205.1448935392,ghg
New Zealand,1997,74637.9895126178,ghg
New Zealand,1996,71834.4611971898,ghg
New Zealand,1995,69641.424602133,ghg
New Zealand,1994,68816.5832879109,ghg
New Zealand,1993,67631.7325014562,ghg
New Zealand,1992,67999.4999995816,ghg
New Zealand,1991,66822.617722031,ghg
New Zealand,1990,65828.3804799771,ghg
Norway,2014,53190.6071843461,ghg
Norway,2013,53585.6323909077,ghg
Norway,2012,53872.3085295614,ghg
Norway,2011,54308.6438462418,ghg
Norway,2010,55299.0969643191,ghg
Norway,2009,52699.8529291815,ghg
Norway,2008,55440.9768200456,ghg
Norway,2007,56966.3456187061,ghg
Norway,2006,55071.686061874,ghg
Norway,2005,55291.6168204172,ghg
Norway,2004,56214.0084775802,ghg
Norway,2003,55665.8918961297,ghg
Norway,2002,55060.5037050923,ghg
Norway,2001,56145.0027583016,ghg
Norway,2000,54883.3750109775,ghg
Norway,1999,55476.4362183585,ghg
Norway,1998,54499.0166279507,ghg
Norway,1997,54333.9463603583,ghg
Norway,1996,54411.0952561063,ghg
Norway,1995,51411.1492564084,ghg
Norway,1994,51704.4180201368,ghg
Norway,1993,49802.7844557724,ghg
Norway,1992,47778.6271571411,ghg
Norway,1991,49586.8891439841,ghg
Norway,1990,51921.7714051269,ghg
Poland,2014,380037.565871199,ghg
Poland,2013,393091.872196718,ghg
Poland,2012,396983.549366664,ghg
Poland,2011,403271.359627781,ghg
Poland,2010,403598.930904867,ghg
Poland,2009,384946.328786087,ghg
Poland,2008,403146.506212713,ghg
Poland,2007,411240.338790885,ghg
Poland,2006,411535.543517724,ghg
Poland,2005,397413.932819532,ghg
Poland,2004,397602.77053831,ghg
Poland,2003,393065.574037803,ghg
Poland,2002,379645.914159297,ghg
Poland,2001,389931.343995107,ghg
Poland,2000,392275.757410682,ghg
Poland,1999,404031.189896818,ghg
Poland,1998,415621.321964273,ghg
Poland,1997,448855.478154987,ghg
Poland,1996,458480.439643422,ghg
Poland,1995,445272.754045013,ghg
Poland,1994,443218.560379242,ghg
Poland,1993,448350.912134395,ghg
Poland,1992,447713.503956584,ghg
Poland,1991,462432.787739736,ghg
Poland,1990,472995.97389518,ghg
Portugal,2014,65620.0122740753,ghg
Portugal,2013,65752.0624456363,ghg
Portugal,2012,67558.6730474554,ghg
Portugal,2011,69653.8211135955,ghg
Portugal,2010,71202.0176531149,ghg
Portugal,2009,75810.7184654977,ghg
Portugal,2008,78598.9029025128,ghg
Portugal,2007,80963.188067309,ghg
Portugal,2006,83422.6144237967,ghg
Portugal,2005,88450.0530819945,ghg
Portugal,2004,85857.9653153421,ghg
Portugal,2003,82799.33146882,ghg
Portugal,2002,88027.7251969626,ghg
Portugal,2001,83704.6242219652,ghg
Portugal,2000,83759.2619422067,ghg
Portugal,1999,85022.2649805147,ghg
Portugal,1998,77024.5138329731,ghg
Portugal,1997,72026.031864307,ghg
Portugal,1996,68671.3797398112,ghg
Portugal,1995,71202.1094426648,ghg
Portugal,1994,66762.6715350608,ghg
Portugal,1993,65464.5206939062,ghg
Portugal,1992,66816.6469726803,ghg
Portugal,1991,62206.5816606587,ghg
Portugal,1990,60398.2006818267,ghg
Romania,2014,111612.810604741,ghg
Romania,2013,111933.89585605,ghg
Romania,2012,122666.95430426,ghg
Romania,2011,124264.61705774,ghg
Romania,2010,119124.98108324,ghg
Romania,2009,125528.055603277,ghg
Romania,2008,143548.868953372,ghg
Romania,2007,148708.180463993,ghg
Romania,2006,151431.555316116,ghg
Romania,2005,149329.227887785,ghg
Romania,2004,151877.024946004,ghg
Romania,2003,153271.396474872,ghg
Romania,2002,148022.889172072,ghg
Romania,2001,149257.929059923,ghg
Romania,2000,142404.667364628,ghg
Romania,1999,136767.727856024,ghg
Romania,1998,155283.125768437,ghg
Romania,1997,175492.32678625,ghg
Romania,1996,187475.719181006,ghg
Romania,1995,185010.510955194,ghg
Romania,1994,178107.9044609,ghg
Romania,1993,182011.073556392,ghg
Romania,1992,190934.821941263,ghg
Romania,1991,208477.415365055,ghg
Romania,1990,254999.122937748,ghg
Russia,2014,2648873.34719867,ghg
Russia,2013,2643064.5998411,ghg
Russia,2012,2700925.24004231,ghg
Russia,2011,2665179.25767954,ghg
Russia,2010,2602483.42792335,ghg
Russia,2009,2481987.79247174,ghg
Russia,2008,2616463.55390157,ghg
Russia,2007,2584309.06044644,ghg
Russia,2006,2574412.00965123,ghg
Russia,2005,2501637.91007254,ghg
Russia,2004,2471236.40549359,ghg
Russia,2003,2422097.78719788,ghg
Russia,2002,2342532.90912542,ghg
Russia,2001,2334066.89048283,ghg
Russia,2000,2274497.94442973,ghg
Russia,1999,2261391.53957599,ghg
Russia,1998,2229674.66572712,ghg
Russia,1997,2261183.4663907,ghg
Russia,1996,2354767.26191203,ghg
Russia,1995,2429432.44370705,ghg
Russia,1994,2511690.61824298,ghg
Russia,1993,2809294.52481872,ghg
Russia,1992,3002768.80020962,ghg
Russia,1991,3535600.02489126,ghg
Russia,1990,3767555.04426468,ghg
Slovakia,2014,40657.6017003132,ghg
Slovakia,2013,42792.4788996332,ghg
Slovakia,2012,43175.5884668369,ghg
Slovakia,2011,45604.0184269931,ghg
Slovakia,2010,46482.8737554074,ghg
Slovakia,2009,45557.6290204964,ghg
Slovakia,2008,50088.7365180064,ghg
Slovakia,2007,49405.0730814613,ghg
Slovakia,2006,51206.9149886339,ghg
Slovakia,2005,51287.3749784774,ghg
Slovakia,2004,51315.162528611,ghg
Slovakia,2003,50586.5760160679,ghg
Slovakia,2002,50144.7586875242,ghg
Slovakia,2001,52127.6656030658,ghg
Slovakia,2000,49712.4776565827,ghg
Slovakia,1999,51700.4255895351,ghg
Slovakia,1998,52993.843018462,ghg
Slovakia,1997,54396.9380264408,ghg
Slovakia,1996,54706.0658504021,ghg
Slovakia,1995,54405.5771330106,ghg
Slovakia,1994,53053.299044382,ghg
Slovakia,1993,55689.2829100671,ghg
Slovakia,1992,59204.279816753,ghg
Slovakia,1991,64644.5332374833,ghg
Slovakia,1990,74271.5106844523,ghg
Slovenia,2014,16582.3118962607,ghg
Slovenia,2013,18313.7815337237,ghg
Slovenia,2012,19035.4208792702,ghg
Slovenia,2011,19626.4639887411,ghg
Slovenia,2010,19618.7649294739,ghg
Slovenia,2009,19595.3672464151,ghg
Slovenia,2008,21523.5484179448,ghg
Slovenia,2007,20831.8365544054,ghg
Slovenia,2006,20694.9724736023,ghg
Slovenia,2005,20522.7384015046,ghg
Slovenia,2004,20198.4456736378,ghg
Slovenia,2003,19878.2471571766,ghg
Slovenia,2002,20159.895746672,ghg
Slovenia,2001,20010.7197823299,ghg
Slovenia,2000,19126.2291661025,ghg
Slovenia,1999,18892.7989721634,ghg
Slovenia,1998,19520.3865901311,ghg
Slovenia,1997,19794.466740047,ghg
Slovenia,1996,19440.2444733498,ghg
Slovenia,1995,18761.01803777,ghg
Slovenia,1994,18004.4453928209,ghg
Slovenia,1993,17605.5382076413,ghg
Slovenia,1992,17410.0681306423,ghg
Slovenia,1991,17311.5291336356,ghg
Slovenia,1990,18616.4490964463,ghg
Spain,2014,321744.066952118,ghg
Spain,2013,320122.039301497,ghg
Spain,2012,348556.434317505,ghg
Spain,2011,353872.238595279,ghg
Spain,2010,353724.689074692,ghg
Spain,2009,365530.282570271,ghg
Spain,2008,402316.749850006,ghg
Spain,2007,433400.56139937,ghg
Spain,2006,424564.72779139,ghg
Spain,2005,431628.865980929,ghg
Spain,2004,416918.88669429,ghg
Spain,2003,401269.359486318,ghg
Spain,2002,393826.078543363,ghg
Spain,2001,375789.694102679,ghg
Spain,2000,378646.317765397,ghg
Spain,1999,362590.986878755,ghg
Spain,1998,335964.180820575,ghg
Spain,1997,326262.199894909,ghg
Spain,1996,311936.633372079,ghg
Spain,1995,320181.558519913,ghg
Spain,1994,304844.418226681,ghg
Spain,1993,288520.506615183,ghg
Spain,1992,298659.599566829,ghg
Spain,1991,289476.644923166,ghg
Spain,1990,280600.875384264,ghg
Sweden,2014,54382.7372856202,ghg
Sweden,2013,55939.5232899326,ghg
Sweden,2012,57578.3590921027,ghg
Sweden,2011,60987.1477086748,ghg
Sweden,2010,64997.0873748557,ghg
Sweden,2009,59052.7638105561,ghg
Sweden,2008,63121.1224890111,ghg
Sweden,2007,65372.6535713726,ghg
Sweden,2006,66923.4245261691,ghg
Sweden,2005,66968.3027050278,ghg
Sweden,2004,69582.4418008926,ghg
Sweden,2003,70601.3604284107,ghg
Sweden,2002,70160.7817014108,ghg
Sweden,2001,69192.115810022,ghg
Sweden,2000,68868.7688476056,ghg
Sweden,1999,70181.7030568556,ghg
Sweden,1998,73085.864192708,ghg
Sweden,1997,72772.2987213703,ghg
Sweden,1996,77574.1002048805,ghg
Sweden,1995,74029.3603217318,ghg
Sweden,1994,74231.4889121949,ghg
Sweden,1993,71807.1907332996,ghg
Sweden,1992,71527.0503616345,ghg
Sweden,1991,72041.2548529878,ghg
Sweden,1990,71917.2595916878,ghg
Switzerland,2014,48617.0807401859,ghg
Switzerland,2013,52519.985628806,ghg
Switzerland,2012,51637.521589956,ghg
Switzerland,2011,50296.2968161289,ghg
Switzerland,2010,54373.0819615868,ghg
Switzerland,2009,52776.287002272,ghg
Switzerland,2008,54084.4542495161,ghg
Switzerland,2007,52555.3366289477,ghg
Switzerland,2006,54481.5553777612,ghg
Switzerland,2005,54858.0531533693,ghg
Switzerland,2004,54173.6685278247,ghg
Switzerland,2003,53537.5402128088,ghg
Switzerland,2002,52318.0948331563,ghg
Switzerland,2001,53905.4113927476,ghg
Switzerland,2000,52315.7527406386,ghg
Switzerland,1999,53037.5981502569,ghg
Switzerland,1998,53279.4342421614,ghg
Switzerland,1997,51677.5676078952,ghg
Switzerland,1996,52933.0576246448,ghg
Switzerland,1995,52204.7474593235,ghg
Switzerland,1994,51324.7245886062,ghg
Switzerland,1993,52327.7964594958,ghg
Switzerland,1992,54970.3540963307,ghg
Switzerland,1991,55253.5749211084,ghg
Switzerland,1990,53307.7567102787,ghg
Turkey,2014,467550.376938556,ghg
Turkey,2013,438819.583998087,ghg
Turkey,2012,447452.331322876,ghg
Turkey,2011,415868.814166092,ghg
Turkey,2010,395282.5101948,ghg
Turkey,2009,382513.418915312,ghg
Turkey,2008,393100.907685785,ghg
Turkey,2007,403392.48602378,ghg
Turkey,2006,371320.553164485,ghg
Turkey,2005,345231.79488074,ghg
Turkey,2004,316893.705222216,ghg
Turkey,2003,303694.424923634,ghg
Turkey,2002,287094.567920903,ghg
Turkey,2001,278784.945605068,ghg
Turkey,2000,296810.835017591,ghg
Turkey,1999,271357.95510034,ghg
Turkey,1998,271755.93253179,ghg
Turkey,1997,269942.502958794,ghg
Turkey,1996,256657.080416341,ghg
Turkey,1995,239039.791797548,ghg
Turkey,1994,224719.235237721,ghg
Turkey,1993,230628.999213425,ghg
Turkey,1992,220797.144315653,ghg
Turkey,1991,214128.322164344,ghg
Turkey,1990,207773.321142867,ghg
Ukraine,2014,354347.536691179,ghg
Ukraine,2013,401066.965549848,ghg
Ukraine,2012,409531.352681124,ghg
Ukraine,2011,421635.992874612,ghg
Ukraine,2010,401929.093345106,ghg
Ukraine,2009,384651.787849048,ghg
Ukraine,2008,442172.375153511,ghg
Ukraine,2007,455267.444575027,ghg
Ukraine,2006,452089.762758341,ghg
Ukraine,2005,435660.661700088,ghg
Ukraine,2004,427912.423607696,ghg
Ukraine,2003,417556.108545758,ghg
Ukraine,2002,417502.686515017,ghg
Ukraine,2001,433832.545959988,ghg
Ukraine,2000,413923.442159161,ghg
Ukraine,1999,437037.553867475,ghg
Ukraine,1998,464400.030828998,ghg
Ukraine,1997,496219.978436793,ghg
Ukraine,1996,511686.629324465,ghg
Ukraine,1995,557047.936317596,ghg
Ukraine,1994,600339.977227621,ghg
Ukraine,1993,705376.575954999,ghg
Ukraine,1992,795446.960614269,ghg
Ukraine,1991,853207.752275926,ghg
Ukraine,1990,937954.203768127,ghg
England,2014,527500.751287005,ghg
England,2013,570078.533306564,ghg
England,2012,582946.592660431,ghg
England,2011,565989.015429393,ghg
England,2010,614166.740569789,ghg
England,2009,599556.765969257,ghg
England,2008,657980.868002156,ghg
England,2007,678011.623149929,ghg
England,2006,690320.993313288,ghg
England,2005,696041.639355188,ghg
England,2004,704090.101711174,ghg
England,2003,708085.030228883,ghg
England,2002,701004.69039699,ghg
England,2001,721026.372631867,ghg
England,2000,717578.792935095,ghg
England,1999,716299.410269013,ghg
England,1998,746962.022119071,ghg
England,1997,749518.796880465,ghg
England,1996,774225.784319313,ghg
England,1995,752463.918228501,ghg
England,1994,758318.470984655,ghg
England,1993,769256.78040804,ghg
England,1992,789105.259472108,ghg
England,1991,809506.79074742,ghg
England,1990,800107.48855612,ghg
USA,2014,6870446.09153786,ghg
USA,2013,6799979.30280136,ghg
USA,2012,6643010.57787319,ghg
USA,2011,6865397.90299948,ghg
USA,2010,6985457.05342726,ghg
USA,2009,6776229.77387706,ghg
USA,2008,7216415.07090248,ghg
USA,2007,7422207.96295139,ghg
USA,2006,7316144.45592763,ghg
USA,2005,7378775.49753729,ghg
USA,2004,7369970.03456985,ghg
USA,2003,7224974.03260127,ghg
USA,2002,7185328.13819684,ghg
USA,2001,7140899.14134197,ghg
USA,2000,7258973.11700554,ghg
USA,1999,7090442.61148359,ghg
USA,1998,7066788.16280946,ghg
USA,1997,6999999.10041935,ghg
USA,1996,6949838.00415347,ghg
USA,1995,6748528.92555948,ghg
USA,1994,6650296.59510407,ghg
USA,1993,6566415.85639104,ghg
USA,1992,6448677.15402554,ghg
USA,1991,6330937.8855059,ghg
USA,1990,6397144.48966891,ghg
Australia,2014,10787.3501376183,hfcs
Australia,2013,10034.1276237187,hfcs
Australia,2012,9353.06641223694,hfcs
Australia,2011,8837.85058079271,hfcs
Australia,2010,8166.06724391971,hfcs
Australia,2009,7468.94410564859,hfcs
Australia,2008,6832.22674546237,hfcs
Australia,2007,6143.73477685129,hfcs
Australia,2006,5456.5206707597,hfcs
Australia,2005,5002.48272189515,hfcs
Australia,2004,4266.92125360524,hfcs
Australia,2003,3578.35150974547,hfcs
Australia,2002,2926.73045682085,hfcs
Australia,2001,2305.92896404507,hfcs
Australia,2000,1613.2007121981,hfcs
Australia,1999,1374.29310959569,hfcs
Australia,1998,998.289579795631,hfcs
Australia,1997,705.228318135053,hfcs
Australia,1996,414.17063782292,hfcs
Australia,1995,1004.03211082861,hfcs
Australia,1994,1027.34354927313,hfcs
Australia,1993,1829.872,hfcs
Australia,1992,1333.184,hfcs
Australia,1991,1424.68352,hfcs
Australia,1990,1424.68352,hfcs
Austria,2014,1642.80076513062,hfcs
Austria,2013,1602.59643684061,hfcs
Austria,2012,1612.4661425449,hfcs
Austria,2011,1535.80074738863,hfcs
Austria,2010,1483.19074249073,hfcs
Austria,2009,1308.20218572207,hfcs
Austria,2008,1248.53225138254,hfcs
Austria,2007,1195.8903761885,hfcs
Austria,2006,1152.466320532,hfcs
Austria,2005,1145.80966192964,hfcs
Austria,2004,1158.34359221291,hfcs
Austria,2003,1072.19181375814,hfcs
Austria,2002,968.776915917423,hfcs
Austria,2001,863.101238986877,hfcs
Austria,2000,713.626554045867,hfcs
Austria,1999,701.821024024025,hfcs
Austria,1998,610.339231556323,hfcs
Austria,1997,500.828386694405,hfcs
Austria,1996,420.786112924158,hfcs
Austria,1995,357.931519787086,hfcs
Austria,1994,261.105590625578,hfcs
Austria,1993,235.26478656483,hfcs
Austria,1992,5.63648639172312,hfcs
Austria,1991,3.88944,hfcs
Austria,1990,2.43756,hfcs
Belgium,2014,2811.79733017371,hfcs
Belgium,2013,2703.01240606807,hfcs
Belgium,2012,2733.36088134647,hfcs
Belgium,2011,2614.05044241905,hfcs
Belgium,2010,2508.71471399671,hfcs
Belgium,2009,2391.45687121243,hfcs
Belgium,2008,2206.76147265269,hfcs
Belgium,2007,2079.10324412977,hfcs
Belgium,2006,1876.64217584791,hfcs
Belgium,2005,1745.35050510923,hfcs
Belgium,2004,1693.40032492042,hfcs
Belgium,2003,1608.86827845198,hfcs
Belgium,2002,1438.41916621289,hfcs
Belgium,2001,1211.52843588766,hfcs
Belgium,2000,1127.79920477565,hfcs
Belgium,1999,935.582415403112,hfcs
Belgium,1998,881.223470503045,hfcs
Belgium,1997,726.994087301747,hfcs
Belgium,1996,602.197276576914,hfcs
Belgium,1995,501.991333560121,hfcs
Belgium,1994,495.789565242139,hfcs
Belgium,1993,484.299975812368,hfcs
Belgium,1992,484.299975812368,hfcs
Bulgaria,2014,1423.81285948304,hfcs
Bulgaria,2013,1277.85761926218,hfcs
Bulgaria,2012,1109.35923014509,hfcs
Bulgaria,2011,1038.93300468063,hfcs
Bulgaria,2010,927.068108171378,hfcs
Bulgaria,2009,897.324880013531,hfcs
Bulgaria,2008,841.835316770012,hfcs
Bulgaria,2007,545.197085531365,hfcs
Bulgaria,2006,447.162429026166,hfcs
Bulgaria,2005,298.763523386316,hfcs
Bulgaria,2004,180.343809534901,hfcs
Bulgaria,2003,126.503550018592,hfcs
Bulgaria,2002,96.60038738008,hfcs
Bulgaria,2001,75.173696005058,hfcs
Bulgaria,2000,57.3333083815516,hfcs
Bulgaria,1999,40.9869783633625,hfcs
Bulgaria,1998,28.7207624704373,hfcs
Bulgaria,1997,18.3595783062778,hfcs
Bulgaria,1996,11.5548883843048,hfcs
Bulgaria,1995,6.58680842977408,hfcs
Bulgaria,1994,2.15623391311342,hfcs
Bulgaria,1993,0.02303703221005,hfcs
Bulgaria,1992,0.010681702317,hfcs
Bulgaria,1991,0.003135561,hfcs
Canada,2014,9024.46042768536,hfcs
Canada,2013,8564.62124615997,hfcs
Canada,2012,8277.68017933566,hfcs
Canada,2011,7991.64027238382,hfcs
Canada,2010,7477.16505279579,hfcs
Canada,2009,6698.9587209381,hfcs
Canada,2008,6123.51593465702,hfcs
Canada,2007,6222.86895974681,hfcs
Canada,2006,5828.26843309005,hfcs
Canada,2005,5677.87853198177,hfcs
Canada,2004,5215.22602334514,hfcs
Canada,2003,4615.42427946863,hfcs
Canada,2002,4270.18947175995,hfcs
Canada,2001,3787.72934805573,hfcs
Canada,2000,3400.32843106704,hfcs
Canada,1999,2805.99692329725,hfcs
Canada,1998,2172.32499194863,hfcs
Canada,1997,1568.52633809529,hfcs
Canada,1996,1165.50735923192,hfcs
Canada,1995,693.369077173043,hfcs
Canada,1992,829.836,hfcs
Canada,1991,1056.72,hfcs
Canada,1990,970.584,hfcs
Croatia,2014,582.7729385,hfcs
Croatia,2013,577.71128114,hfcs
Croatia,2012,564.960584,hfcs
Croatia,2011,563.133823,hfcs
Croatia,2010,543.951452,hfcs
Croatia,2009,495.6468735,hfcs
Croatia,2008,490.3328081,hfcs
Croatia,2007,469.5146916,hfcs
Croatia,2006,422.6992587,hfcs
Croatia,2005,386.117676,hfcs
Croatia,2004,347.888372,hfcs
Croatia,2003,304.770123,hfcs
Croatia,2002,261.9265545,hfcs
Croatia,2001,224.96256,hfcs
Croatia,2000,199.209344,hfcs
Croatia,1999,166.6979895,hfcs
Croatia,1998,139.060601,hfcs
